clientes_ativos,faturamento_mensal,faturamento_acumulado,anos_empresa,tipo_servico,ticket_medio,mix_receita,canais_vendas,churn,parcerias,investimento_externo,branding_reputacao,network_time,uso_tecnologia,roadmap_produto,nps,eficiencia_operacional,escala_tecnologica,financas_unidade,headcount,experiencia_lideranca,treinamento,rotatividade_time,governanca_financeira,score_total
2574,58267,4186839,3.7,Produto,4010.75,1–2 clientes >50%,3,0.097,Nenhuma,Não,Algum reconhecimento,Ocasionalmente,Alto,Não existe,15,Quase nada,Sim,Algumas,24,Experiência parcial,Regularmente,0.425,DRE e auditoria,53.9
3832,19163,2598680,2.4,Serviço,17113.48,3–5 clientes >50%,3,0.172,Poucas,Série A+,Reconhecimento forte,Ocasionalmente,Alto,Parcial,33,Quase nada,Sim,Não,121,Experiência parcial,Nunca,0.319,Não existem controles,40.3
4268,17044,2677981,9.5,Produto,573.76,3–5 clientes >50%,3,0.224,Nenhuma,Seed/Pré-Série A,Algum reconhecimento,Não,Alto,Não existe,69,Quase tudo,Parcialmente,"Sim, regularmente",33,Sem experiência,Às vezes,0.054,Não existem controles,37.44
1299,7747,118517,0.5,Produto,579.04,Receita diversificada,5,0.05,Poucas,Série A+,Algum reconhecimento,"Sim, forte",Alto,Parcial,44,Quase nada,Não,Algumas,173,Experiência parcial,Nunca,0.116,DRE e auditoria,54.34
4710,15453,535025,1.1,Serviço,1225.83,Receita diversificada,4,0.313,Algumas,Aceleradora/Anjo,Algum reconhecimento,"Sim, forte",Médio,Claro e executado,62,Quase nada,Não,Algumas,182,Experiência parcial,Nunca,0.291,DRE e auditoria,53.03
2376,159933,67065,5.4,Produto,849.44,3–5 clientes >50%,3,0.305,Poucas,Aceleradora/Anjo,Algum reconhecimento,Não,Baixo,Parcial,88,Quase tudo,Parcialmente,Não,189,Sem experiência,Regularmente,0.073,Não existem controles,39.21
827,217221,7179254,0.9,Serviço,171.06,Receita diversificada,4,0.312,Muitas,Seed/Pré-Série A,Não reconhecida,Ocasionalmente,Médio,Não existe,18,Parcialmente,Sim,Não,184,Experiência parcial,Às vezes,0.13,Controles básicos,58.63
4771,30418,2609130,7.6,Produto,626.13,3–5 clientes >50%,1,0.023,Algumas,Não,Reconhecimento forte,"Sim, forte",Baixo,Não existe,46,Parcialmente,Parcialmente,Algumas,116,Experiência forte,Regularmente,0.461,Controles básicos,66.81
469,73580,956246,0.1,Produto,645.03,Receita diversificada,1,0.189,Muitas,Aceleradora/Anjo,Não reconhecida,Não,Médio,Parcial,42,Quase nada,Sim,Algumas,78,Experiência parcial,Às vezes,0.304,Controles básicos,58.82
1710,2200,17303421,4.9,Serviço,404.68,3–5 clientes >50%,5,0.247,Algumas,Seed/Pré-Série A,Reconhecimento forte,Ocasionalmente,Alto,Não existe,67,Quase tudo,Parcialmente,Não,55,Experiência forte,Regularmente,0.188,DRE e auditoria,65.71
3845,26523,131537,5.8,Produto,700.99,Receita diversificada,1,0.174,Nenhuma,Série A+,Reconhecimento forte,Não,Alto,Claro e executado,18,Quase nada,Parcialmente,"Sim, regularmente",184,Experiência parcial,Regularmente,0.301,Não existem controles,36.65
1395,141108,1281051,2.2,Serviço,154.01,3–5 clientes >50%,2,0.042,Algumas,Série A+,Algum reconhecimento,"Sim, forte",Médio,Parcial,58,Quase nada,Não,Não,50,Experiência forte,Regularmente,0.345,Controles básicos,65.71
2499,18643,1833719,0.7,Produto,977.85,Receita diversificada,2,0.05,Algumas,Série A+,Reconhecimento forte,"Sim, forte",Baixo,Não existe,39,Parcialmente,Sim,"Sim, regularmente",79,Experiência parcial,Nunca,0.192,Controles básicos,60.13
4847,62001,1840109,0.5,Serviço,40091.96,3–5 clientes >50%,1,0.377,Algumas,Não,Não reconhecida,Ocasionalmente,Baixo,Claro e executado,10,Quase tudo,Sim,Algumas,32,Sem experiência,Às vezes,0.418,Controles básicos,48.95
3399,4044,301279,8.5,Serviço,1948.98,3–5 clientes >50%,4,0.166,Nenhuma,Não,Reconhecimento forte,"Sim, forte",Alto,Não existe,50,Parcialmente,Parcialmente,"Sim, regularmente",69,Experiência parcial,Regularmente,0.265,DRE e auditoria,53.23
4070,168156,62844,3.5,Produto,70.97,3–5 clientes >50%,4,0.156,Algumas,Não,Algum reconhecimento,Não,Baixo,Parcial,54,Quase nada,Parcialmente,"Sim, regularmente",2,Experiência forte,Regularmente,0.163,Não existem controles,44.08
1340,400806,3487020,7.6,Produto,2000.79,3–5 clientes >50%,3,0.111,Algumas,Aceleradora/Anjo,Reconhecimento forte,Não,Baixo,Claro e executado,21,Quase nada,Não,Algumas,17,Experiência parcial,Nunca,0.271,Não existem controles,39.91
2331,13723,6643410,3.1,Serviço,372.68,Receita diversificada,5,0.115,Poucas,Série A+,Algum reconhecimento,Não,Médio,Parcial,47,Quase tudo,Não,Não,131,Sem experiência,Nunca,0.429,Controles básicos,50.7
2832,763753,10409817,0.8,Serviço,1276.84,3–5 clientes >50%,2,0.266,Nenhuma,Não,Algum reconhecimento,Não,Baixo,Parcial,48,Quase nada,Parcialmente,"Sim, regularmente",131,Experiência parcial,Às vezes,0.11,Controles básicos,44.12
741,327240,18336530,0.2,Serviço,553.7,Receita diversificada,1,0.201,Algumas,Não,Algum reconhecimento,"Sim, forte",Baixo,Parcial,100,Parcialmente,Parcialmente,Não,188,Experiência forte,Nunca,0.413,Controles básicos,55.39
1105,64607,1538060,5.7,Serviço,306.81,Receita diversificada,1,0.13,Algumas,Aceleradora/Anjo,Não reconhecida,Não,Médio,Não existe,97,Quase nada,Não,Não,10,Experiência forte,Nunca,0.402,Controles básicos,57.51
1536,81837,8619411,7.4,Serviço,1803.44,1–2 clientes >50%,3,0.118,Algumas,Série A+,Reconhecimento forte,"Sim, forte",Baixo,Não existe,98,Parcialmente,Não,Não,100,Experiência forte,Às vezes,0.265,DRE e auditoria,62.27
3412,231014,47620,7.4,Serviço,2098.69,3–5 clientes >50%,2,0.221,Poucas,Aceleradora/Anjo,Não reconhecida,Ocasionalmente,Médio,Parcial,2,Quase nada,Parcialmente,"Sim, regularmente",127,Experiência forte,Nunca,0.142,Controles básicos,49.19
79,19315,3037285,0.1,Produto,854.64,Receita diversificada,2,0.002,Poucas,Aceleradora/Anjo,Algum reconhecimento,"Sim, forte",Médio,Não existe,63,Parcialmente,Não,Não,54,Sem experiência,Regularmente,0.245,DRE e auditoria,53.62
1872,8761,336874,9.0,Serviço,32694.62,1–2 clientes >50%,3,0.007,Muitas,Aceleradora/Anjo,Não reconhecida,"Sim, forte",Médio,Não existe,89,Parcialmente,Parcialmente,"Sim, regularmente",106,Experiência parcial,Às vezes,0.174,Controles básicos,68.86
4746,452399,18047532,6.4,Produto,270.62,3–5 clientes >50%,5,0.12,Muitas,Aceleradora/Anjo,Algum reconhecimento,Ocasionalmente,Alto,Não existe,38,Quase tudo,Sim,Algumas,63,Experiência forte,Regularmente,0.407,DRE e auditoria,80.34
4752,13062,477949,8.1,Produto,703.87,Receita diversificada,2,0.056,Algumas,Série A+,Não reconhecida,Ocasionalmente,Baixo,Claro e executado,60,Quase tudo,Não,Não,158,Sem experiência,Nunca,0.281,Controles básicos,56.47
358,10800,13403573,9.8,Produto,438.55,Receita diversificada,2,0.007,Nenhuma,Aceleradora/Anjo,Reconhecimento forte,"Sim, forte",Médio,Não existe,84,Parcialmente,Parcialmente,Não,200,Experiência parcial,Às vezes,0.108,Não existem controles,40.42
1137,6952,8376258,7.7,Serviço,237.7,Receita diversificada,1,0.277,Nenhuma,Aceleradora/Anjo,Algum reconhecimento,"Sim, forte",Médio,Claro e executado,14,Quase tudo,Sim,"Sim, regularmente",1,Experiência forte,Nunca,0.379,Controles básicos,45.33
3026,9918,193716,7.8,Produto,34.37,1–2 clientes >50%,3,0.265,Poucas,Não,Não reconhecida,Não,Baixo,Não existe,84,Quase nada,Parcialmente,Não,70,Experiência forte,Às vezes,0.456,Controles básicos,46.92
3568,91263,2015365,5.3,Produto,3325.99,3–5 clientes >50%,5,0.026,Muitas,Série A+,Não reconhecida,Não,Baixo,Parcial,54,Quase nada,Não,Não,181,Experiência forte,Nunca,0.482,Não existem controles,47.64
171,53747,24247,9.2,Produto,10.34,Receita diversificada,5,0.033,Algumas,Não,Não reconhecida,Não,Baixo,Parcial,18,Quase tudo,Sim,"Sim, regularmente",87,Sem experiência,Às vezes,0.222,Não existem controles,45.11
2785,8023,541974,5.4,Produto,2687.68,1–2 clientes >50%,2,0.148,Nenhuma,Aceleradora/Anjo,Reconhecimento forte,Não,Alto,Claro e executado,74,Quase nada,Parcialmente,Não,142,Experiência parcial,Nunca,0.47,DRE e auditoria,46.46
4361,83271,767910,5.9,Serviço,646.65,3–5 clientes >50%,2,0.293,Poucas,Série A+,Algum reconhecimento,"Sim, forte",Baixo,Não existe,-3,Parcialmente,Parcialmente,"Sim, regularmente",77,Experiência parcial,Às vezes,0.068,DRE e auditoria,45.4
1748,41143,15924325,1.3,Serviço,1970.8,Receita diversificada,1,0.201,Poucas,Não,Não reconhecida,"Sim, forte",Alto,Parcial,71,Parcialmente,Parcialmente,Algumas,196,Experiência parcial,Regularmente,0.479,DRE e auditoria,56.94
638,242114,11787573,1.1,Serviço,1781.06,Receita diversificada,4,0.354,Poucas,Aceleradora/Anjo,Não reconhecida,"Sim, forte",Alto,Claro e executado,86,Quase nada,Não,"Sim, regularmente",26,Experiência parcial,Regularmente,0.378,DRE e auditoria,55.34
747,480924,4921129,9.3,Serviço,126.99,1–2 clientes >50%,5,0.245,Muitas,Série A+,Não reconhecida,Não,Médio,Parcial,73,Quase tudo,Sim,Não,86,Sem experiência,Regularmente,0.471,DRE e auditoria,64.92
2615,4366,62102,5.0,Produto,334.37,3–5 clientes >50%,2,0.061,Poucas,Seed/Pré-Série A,Algum reconhecimento,Não,Baixo,Parcial,59,Quase tudo,Parcialmente,Algumas,64,Experiência parcial,Nunca,0.136,DRE e auditoria,55.2
4875,470330,789193,4.4,Serviço,5681.31,1–2 clientes >50%,4,0.172,Poucas,Não,Não reconhecida,"Sim, forte",Baixo,Parcial,4,Parcialmente,Parcialmente,Algumas,145,Sem experiência,Às vezes,0.374,Controles básicos,48.6
2489,7389,52282,3.5,Produto,372.36,1–2 clientes >50%,3,0.107,Muitas,Seed/Pré-Série A,Não reconhecida,Ocasionalmente,Alto,Parcial,76,Parcialmente,Parcialmente,Não,193,Experiência forte,Nunca,0.221,DRE e auditoria,66.16
3629,81405,105176,1.7,Serviço,1612.18,Receita diversificada,3,0.297,Algumas,Não,Reconhecimento forte,Ocasionalmente,Alto,Não existe,1,Parcialmente,Sim,Algumas,180,Sem experiência,Nunca,0.053,Não existem controles,39.52
2661,16763,865737,2.0,Serviço,27640.98,Receita diversificada,5,0.395,Muitas,Aceleradora/Anjo,Reconhecimento forte,"Sim, forte",Baixo,Parcial,87,Quase nada,Parcialmente,"Sim, regularmente",148,Experiência parcial,Às vezes,0.314,DRE e auditoria,60.45
820,25047,12954466,0.2,Serviço,7578.19,3–5 clientes >50%,4,0.158,Muitas,Série A+,Algum reconhecimento,Não,Médio,Claro e executado,71,Quase nada,Sim,"Sim, regularmente",59,Experiência forte,Nunca,0.203,Controles básicos,68.63
1949,384634,498681,8.8,Produto,4279.01,3–5 clientes >50%,1,0.331,Algumas,Não,Não reconhecida,Não,Médio,Não existe,17,Parcialmente,Parcialmente,Algumas,34,Sem experiência,Às vezes,0.399,DRE e auditoria,51.58
177,82894,37175,5.5,Produto,94.77,Receita diversificada,2,0.035,Algumas,Não,Algum reconhecimento,Ocasionalmente,Alto,Claro e executado,34,Parcialmente,Sim,Algumas,54,Experiência parcial,Às vezes,0.303,Controles básicos,65.73
83,369004,6173668,9.8,Produto,280.28,1–2 clientes >50%,5,0.125,Muitas,Não,Algum reconhecimento,Não,Médio,Claro e executado,58,Quase tudo,Parcialmente,Não,185,Sem experiência,Nunca,0.484,DRE e auditoria,62.03
3207,9575,3223095,3.3,Serviço,45840.8,Receita diversificada,1,0.197,Muitas,Série A+,Algum reconhecimento,Ocasionalmente,Médio,Não existe,48,Parcialmente,Não,Não,70,Experiência parcial,Às vezes,0.155,Controles básicos,57.11
3002,237651,9413085,9.2,Produto,50.29,Receita diversificada,4,0.151,Poucas,Aceleradora/Anjo,Reconhecimento forte,Não,Médio,Não existe,-8,Parcialmente,Parcialmente,Não,45,Experiência forte,Regularmente,0.22,Não existem controles,42.19
3711,281679,1271081,4.8,Produto,51.18,Receita diversificada,3,0.021,Muitas,Não,Reconhecimento forte,Ocasionalmente,Baixo,Parcial,32,Quase tudo,Não,"Sim, regularmente",104,Sem experiência,Nunca,0.067,Não existem controles,49.3
1949,4503,74240,1.0,Produto,109.47,Receita diversificada,3,0.047,Poucas,Aceleradora/Anjo,Não reconhecida,Ocasionalmente,Baixo,Não existe,70,Quase nada,Não,"Sim, regularmente",85,Experiência forte,Nunca,0.174,DRE e auditoria,61.17
4411,1039900,83793,3.8,Serviço,1126.43,1–2 clientes >50%,4,0.348,Nenhuma,Série A+,Não reconhecida,Ocasionalmente,Baixo,Claro e executado,31,Quase tudo,Sim,Não,175,Experiência forte,Nunca,0.421,Controles básicos,47.14
4181,18571,887681,3.1,Serviço,31492.38,Receita diversificada,4,0.178,Nenhuma,Série A+,Reconhecimento forte,"Sim, forte",Alto,Parcial,-2,Quase nada,Não,Não,114,Experiência forte,Regularmente,0.24,Não existem controles,35.14
2847,359674,17976676,8.9,Produto,3308.86,1–2 clientes >50%,4,0.36,Nenhuma,Seed/Pré-Série A,Reconhecimento forte,Ocasionalmente,Baixo,Não existe,68,Quase nada,Não,"Sim, regularmente",134,Experiência parcial,Às vezes,0.456,DRE e auditoria,45.12
3667,18776,1154018,7.9,Produto,90.71,1–2 clientes >50%,5,0.031,Poucas,Seed/Pré-Série A,Algum reconhecimento,Não,Médio,Claro e executado,71,Parcialmente,Sim,Algumas,101,Sem experiência,Nunca,0.273,Controles básicos,58.74
6,94970,1603301,8.3,Serviço,5418.67,1–2 clientes >50%,1,0.219,Poucas,Série A+,Algum reconhecimento,Ocasionalmente,Alto,Não existe,78,Quase nada,Sim,Não,76,Experiência forte,Nunca,0.282,Não existem controles,38.54
3404,53078,18887524,1.7,Serviço,835.25,1–2 clientes >50%,4,0.001,Poucas,Série A+,Reconhecimento forte,"Sim, forte",Alto,Não existe,6,Quase nada,Sim,Não,31,Experiência parcial,Nunca,0.491,Não existem controles,42.12
43,202852,1045756,8.2,Serviço,2085.95,1–2 clientes >50%,5,0.113,Muitas,Aceleradora/Anjo,Reconhecimento forte,"Sim, forte",Baixo,Claro e executado,95,Quase nada,Sim,"Sim, regularmente",81,Experiência parcial,Às vezes,0.48,Controles básicos,63.41
3567,1688,6322174,6.8,Serviço,187.52,3–5 clientes >50%,2,0.146,Poucas,Não,Reconhecimento forte,"Sim, forte",Médio,Parcial,21,Quase tudo,Não,"Sim, regularmente",154,Sem experiência,Às vezes,0.009,Não existem controles,38.45
3498,477598,142984,0.1,Produto,169.15,1–2 clientes >50%,4,0.205,Algumas,Série A+,Algum reconhecimento,Ocasionalmente,Médio,Não existe,34,Quase nada,Sim,Algumas,153,Sem experiência,Nunca,0.35,Não existem controles,38.59
2512,10610,582523,8.1,Produto,725.07,3–5 clientes >50%,3,0.336,Muitas,Série A+,Algum reconhecimento,Ocasionalmente,Médio,Claro e executado,35,Parcialmente,Parcialmente,"Sim, regularmente",110,Experiência forte,Nunca,0.136,Controles básicos,60.48
1348,182014,108244,5.0,Serviço,1080.07,1–2 clientes >50%,5,0.244,Poucas,Série A+,Algum reconhecimento,Não,Alto,Parcial,86,Quase nada,Parcialmente,"Sim, regularmente",200,Experiência parcial,Regularmente,0.062,Controles básicos,54.04
1282,54174,3044922,7.3,Produto,412.74,1–2 clientes >50%,3,0.012,Poucas,Seed/Pré-Série A,Reconhecimento forte,Ocasionalmente,Baixo,Parcial,34,Quase tudo,Não,Não,175,Experiência forte,Regularmente,0.064,Controles básicos,61.31
1485,7078,327524,2.4,Serviço,5327.16,1–2 clientes >50%,1,0.207,Algumas,Aceleradora/Anjo,Não reconhecida,"Sim, forte",Baixo,Não existe,93,Quase nada,Parcialmente,"Sim, regularmente",193,Sem experiência,Às vezes,0.183,Não existem controles,37.27
3959,1362239,737039,4.9,Produto,1071.08,1–2 clientes >50%,5,0.396,Nenhuma,Não,Algum reconhecimento,Ocasionalmente,Médio,Claro e executado,65,Parcialmente,Sim,Não,30,Experiência parcial,Regularmente,0.247,DRE e auditoria,51.12
2352,1287902,291069,8.2,Serviço,1072.28,Receita diversificada,5,0.169,Poucas,Não,Reconhecimento forte,Ocasionalmente,Médio,Claro e executado,86,Parcialmente,Parcialmente,Não,111,Sem experiência,Às vezes,0.284,Controles básicos,58.65
4363,1724330,8957599,5.6,Serviço,412.94,3–5 clientes >50%,4,0.223,Nenhuma,Série A+,Algum reconhecimento,Ocasionalmente,Médio,Não existe,71,Parcialmente,Sim,Algumas,130,Experiência parcial,Regularmente,0.156,DRE e auditoria,56.35
1187,15711,3855687,7.5,Serviço,1724.43,3–5 clientes >50%,3,0.354,Nenhuma,Seed/Pré-Série A,Reconhecimento forte,"Sim, forte",Alto,Parcial,71,Parcialmente,Sim,Algumas,134,Sem experiência,Nunca,0.271,Não existem controles,36.65
3368,73815,993166,2.4,Serviço,5914.03,1–2 clientes >50%,1,0.086,Nenhuma,Seed/Pré-Série A,Algum reconhecimento,"Sim, forte",Baixo,Claro e executado,-3,Quase tudo,Não,Não,33,Experiência parcial,Regularmente,0.225,DRE e auditoria,41.89
552,12281,131617,4.0,Produto,30.25,Receita diversificada,1,0.149,Algumas,Não,Reconhecimento forte,Não,Médio,Claro e executado,55,Quase tudo,Não,Não,135,Experiência parcial,Nunca,0.403,Controles básicos,49.86
1753,183678,891541,6.4,Serviço,493.37,Receita diversificada,3,0.278,Muitas,Aceleradora/Anjo,Reconhecimento forte,Ocasionalmente,Alto,Não existe,63,Quase nada,Parcialmente,Algumas,116,Experiência forte,Regularmente,0.384,DRE e auditoria,71.14
1083,1464813,299513,5.2,Serviço,44799.13,1–2 clientes >50%,1,0.162,Algumas,Aceleradora/Anjo,Reconhecimento forte,Ocasionalmente,Médio,Parcial,23,Quase tudo,Parcialmente,Não,22,Experiência forte,Nunca,0.311,DRE e auditoria,60.75
966,11414,4650605,5.6,Produto,984.75,1–2 clientes >50%,5,0.062,Nenhuma,Não,Não reconhecida,Ocasionalmente,Médio,Claro e executado,77,Quase tudo,Não,"Sim, regularmente",153,Experiência parcial,Às vezes,0.097,Não existem controles,39.07
4142,56187,4518664,5.3,Serviço,101.54,1–2 clientes >50%,5,0.217,Muitas,Aceleradora/Anjo,Algum reconhecimento,"Sim, forte",Médio,Não existe,94,Quase tudo,Sim,Não,123,Sem experiência,Nunca,0.273,DRE e auditoria,62.59
527,1965456,70086,0.7,Serviço,1099.91,3–5 clientes >50%,4,0.168,Algumas,Aceleradora/Anjo,Algum reconhecimento,Ocasionalmente,Alto,Não existe,29,Quase nada,Parcialmente,Não,87,Experiência parcial,Nunca,0.313,Controles básicos,54.49
4884,42663,760778,7.5,Serviço,6001.44,Receita diversificada,5,0.106,Muitas,Série A+,Reconhecimento forte,Não,Médio,Claro e executado,-9,Quase tudo,Sim,Algumas,46,Sem experiência,Às vezes,0.087,Não existem controles,43.84
1311,190112,2506483,1.8,Serviço,428.6,Receita diversificada,1,0.326,Algumas,Aceleradora/Anjo,Algum reconhecimento,Ocasionalmente,Médio,Parcial,95,Parcialmente,Não,Não,42,Experiência forte,Nunca,0.282,Controles básicos,54.33
4881,18296,1929608,2.5,Produto,923.15,3–5 clientes >50%,1,0.118,Poucas,Não,Reconhecimento forte,Ocasionalmente,Médio,Claro e executado,81,Quase tudo,Sim,Não,89,Experiência forte,Nunca,0.199,Não existem controles,42.47
48,28339,4676384,9.3,Produto,50.72,Receita diversificada,3,0.165,Nenhuma,Não,Algum reconhecimento,"Sim, forte",Baixo,Claro e executado,37,Quase nada,Sim,Algumas,154,Experiência forte,Nunca,0.435,DRE e auditoria,50.48
4262,1501795,1018366,3.0,Serviço,43085.5,3–5 clientes >50%,4,0.021,Nenhuma,Não,Não reconhecida,Ocasionalmente,Alto,Claro e executado,75,Parcialmente,Sim,Não,99,Experiência forte,Regularmente,0.297,DRE e auditoria,72.54
4183,63677,14574026,9.2,Serviço,878.5,Receita diversificada,2,0.088,Poucas,Não,Algum reconhecimento,Não,Baixo,Não existe,54,Parcialmente,Parcialmente,Não,67,Experiência forte,Às vezes,0.356,DRE e auditoria,63.3
3459,52293,872030,8.5,Produto,66.17,1–2 clientes >50%,5,0.385,Algumas,Seed/Pré-Série A,Algum reconhecimento,Não,Médio,Parcial,15,Quase tudo,Não,Não,35,Experiência forte,Às vezes,0.407,Não existem controles,39.54
4120,16382,2895926,8.6,Produto,71.24,3–5 clientes >50%,4,0.193,Poucas,Seed/Pré-Série A,Não reconhecida,Ocasionalmente,Alto,Parcial,23,Quase tudo,Sim,Não,193,Sem experiência,Nunca,0.038,DRE e auditoria,55.27
900,839651,142899,4.0,Produto,79.97,3–5 clientes >50%,2,0.035,Muitas,Aceleradora/Anjo,Não reconhecida,Ocasionalmente,Médio,Parcial,53,Quase nada,Parcialmente,Algumas,87,Sem experiência,Nunca,0.415,Não existem controles,46.34
4845,184678,11740764,5.4,Serviço,2689.74,1–2 clientes >50%,2,0.075,Muitas,Não,Não reconhecida,"Sim, forte",Baixo,Claro e executado,-7,Quase tudo,Sim,"Sim, regularmente",2,Experiência forte,Às vezes,0.042,DRE e auditoria,70.01
2169,174827,969600,5.5,Produto,265.14,3–5 clientes >50%,3,0.108,Nenhuma,Não,Reconhecimento forte,"Sim, forte",Médio,Claro e executado,14,Parcialmente,Parcialmente,"Sim, regularmente",77,Experiência parcial,Regularmente,0.5,Não existem controles,39.1
3716,14746,156328,0.7,Produto,853.91,Receita diversificada,1,0.148,Algumas,Não,Não reconhecida,Ocasionalmente,Baixo,Não existe,50,Quase nada,Não,Não,59,Experiência parcial,Nunca,0.038,Não existem controles,36.23
2280,16253,334258,9.8,Serviço,26059.18,3–5 clientes >50%,2,0.246,Nenhuma,Não,Não reconhecida,Ocasionalmente,Alto,Claro e executado,12,Parcialmente,Não,Algumas,88,Experiência parcial,Regularmente,0.372,DRE e auditoria,42.03
